,Unnamed: 0,Date,Rented Bike Count,Hour,Temperature(캜),Humidity(%),Wind speed (m/s),Visibility (10m),Seasons,Holiday,Functioning Day
2286,2286,06/03/2018,214,6,-1.0,77,0.4,1578,Spring,No Holiday,Yes
2261,2261,05/03/2018,22,5,4.7,89,2.3,1242,Spring,No Holiday,Yes
5240,5240,07/07/2018,832,8,21.2,52,1.6,1998,Summer,No Holiday,Yes
8231,8231,08/11/2018,26,23,11.5,96,3.0,691,Autumn,No Holiday,Yes
2296,2296,06/03/2018,680,16,10.6,26,1.9,1955,Spring,No Holiday,Yes
6937,6937,16/09/2018,764,1,22.8,84,0.9,827,Autumn,No Holiday,Yes
7240,7240,28/09/2018,0,16,21.9,46,1.2,1995,Autumn,No Holiday,No
5932,5932,05/08/2018,253,4,27.3,83,2.2,1054,Summer,No Holiday,Yes
1753,1753,12/02/2018,69,1,-7.9,52,3.7,1961,Winter,No Holiday,Yes
5197,5197,05/07/2018,929,13,28.1,67,1.1,1772,Summer,No Holiday,Yes
1968,1968,21/02/2018,171,0,-1.4,28,3.4,1990,Winter,No Holiday,Yes
8051,8051,01/11/2018,852,11,11.1,46,1.6,1518,Autumn,No Holiday,Yes
3117,3117,09/04/2018,1232,21,10.3,38,0.5,1433,Spring,No Holiday,Yes
2393,2393,10/03/2018,829,17,7.7,46,2.8,1635,Spring,No Holiday,Yes
523,523,22/12/2017,481,19,5.2,64,0.7,691,Winter,Holiday,Yes
6376,6376,23/08/2018,944,16,31.7,56,1.9,2000,Summer,No Holiday,Yes
6788,6788,09/09/2018,1930,20,22.9,58,2.6,2000,Autumn,No Holiday,Yes
7680,7680,17/10/2018,739,0,12.3,75,1.2,1332,Autumn,No Holiday,Yes
6981,6981,17/09/2018,2100,21,21.3,66,2.3,1989,Autumn,No Holiday,Yes
5524,5524,19/07/2018,231,4,24.0,87,0.9,582,Summer,No Holiday,Yes
6677,6677,05/09/2018,249,5,19.7,82,0.5,2000,Autumn,No Holiday,Yes
3900,3900,12/05/2018,11,12,12.3,97,0.8,238,Spring,No Holiday,Yes
8432,8432,17/11/2018,530,8,0.7,72,1.0,1397,Autumn,No Holiday,Yes
4699,4699,14/06/2018,1856,19,23.6,63,0.6,1956,Summer,No Holiday,Yes
5585,5585,21/07/2018,1011,17,36.3,36,3.1,1972,Summer,No Holiday,Yes
8183,8183,06/11/2018,0,23,12.2,74,1.1,291,Autumn,No Holiday,No
7956,7956,28/10/2018,630,12,11.9,74,1.6,1801,Autumn,No Holiday,Yes
7570,7570,12/10/2018,877,10,11.6,40,1.7,1991,Autumn,No Holiday,Yes
3122,3122,10/04/2018,250,2,8.8,43,1.0,1490,Spring,No Holiday,Yes
6777,6777,09/09/2018,803,9,20.4,51,1.8,2000,Autumn,No Holiday,Yes
4156,4156,23/05/2018,59,4,15.0,97,1.4,1827,Spring,No Holiday,Yes
1969,1969,21/02/2018,162,1,-2.2,31,1.1,1970,Winter,No Holiday,Yes
671,671,28/12/2017,260,23,0.1,63,1.1,1003,Winter,No Holiday,Yes
4188,4188,24/05/2018,1087,12,22.1,36,5.3,1696,Spring,No Holiday,Yes
666,666,28/12/2017,552,18,-0.6,62,1.6,1129,Winter,No Holiday,Yes
8025,8025,31/10/2018,996,9,5.1,56,1.8,1825,Autumn,No Holiday,Yes
1887,1887,17/02/2018,273,15,1.0,14,4.6,2000,Winter,Holiday,Yes
3266,3266,16/04/2018,126,2,7.1,64,0.9,1756,Spring,No Holiday,Yes
280,280,12/12/2017,248,16,-6.0,29,2.8,1983,Winter,No Holiday,Yes
1719,1719,10/02/2018,277,15,2.0,20,4.1,1942,Winter,No Holiday,Yes
2947,2947,02/04/2018,1779,19,19.1,60,3.4,1592,Spring,No Holiday,Yes
4455,4455,04/06/2018,1249,15,25.5,43,2.9,1996,Summer,No Holiday,Yes
899,899,07/01/2018,214,11,0.5,35,1.4,1558,Winter,No Holiday,Yes
7687,7687,17/10/2018,1213,7,8.6,77,0.7,965,Autumn,No Holiday,Yes
6031,6031,09/08/2018,1088,7,27.9,81,1.8,1497,Summer,No Holiday,Yes
3445,3445,23/04/2018,11,13,9.3,95,2.3,419,Spring,No Holiday,Yes
6090,6090,11/08/2018,1274,18,34.4,40,1.8,2000,Summer,No Holiday,Yes
8122,8122,04/11/2018,747,10,11.1,51,0.8,679,Autumn,No Holiday,Yes
6991,6991,18/09/2018,0,7,17.8,76,0.5,1729,Autumn,No Holiday,No
7350,7350,03/10/2018,278,6,11.4,84,0.3,1742,Autumn,Holiday,Yes
7830,7830,23/10/2018,456,6,9.9,75,1.0,560,Autumn,No Holiday,Yes
760,760,01/01/2018,310,16,3.0,28,2.5,1864,Winter,Holiday,Yes
6254,6254,18/08/2018,1121,14,31.0,31,1.8,1999,Summer,No Holiday,Yes
1906,1906,18/02/2018,156,10,-1.8,23,0.6,2000,Winter,No Holiday,Yes
4042,4042,18/05/2018,454,10,16.3,97,1.0,693,Spring,No Holiday,Yes
3823,3823,09/05/2018,1333,7,10.0,59,1.1,2000,Spring,No Holiday,Yes
4138,4138,22/05/2018,1119,10,20.7,55,1.8,1698,Spring,Holiday,Yes
3818,3818,09/05/2018,245,2,10.9,59,1.1,2000,Spring,No Holiday,Yes
6269,6269,19/08/2018,223,5,23.4,63,0.3,2000,Summer,No Holiday,Yes
4300,4300,29/05/2018,204,4,19.8,60,1.9,1364,Spring,No Holiday,Yes
5569,5569,21/07/2018,945,1,27.0,74,1.1,1833,Summer,No Holiday,Yes
6196,6196,16/08/2018,173,4,27.8,69,0.9,2000,Summer,No Holiday,Yes
7941,7941,27/10/2018,775,21,7.3,49,3.4,2000,Autumn,No Holiday,Yes
2593,2593,19/03/2018,38,1,6.7,84,0.8,320,Spring,No Holiday,Yes
4164,4164,23/05/2018,1216,12,20.1,37,4.0,1910,Spring,No Holiday,Yes
3031,3031,06/04/2018,591,7,5.7,95,3.4,1136,Spring,No Holiday,Yes
5971,5971,06/08/2018,1548,19,32.2,65,0.8,1894,Summer,No Holiday,Yes
3579,3579,29/04/2018,263,3,10.6,60,1.0,1163,Spring,No Holiday,Yes
2832,2832,29/03/2018,466,0,13.4,77,1.5,537,Spring,No Holiday,Yes
5449,5449,16/07/2018,498,1,25.9,83,1.3,1520,Summer,No Holiday,Yes
3472,3472,24/04/2018,1118,16,15.5,52,1.7,2000,Spring,No Holiday,Yes
6327,6327,21/08/2018,957,15,29.5,57,2.0,2000,Summer,No Holiday,Yes
137,137,06/12/2017,239,17,4.1,60,2.5,1565,Winter,No Holiday,Yes
7043,7043,20/09/2018,111,11,18.8,95,1.5,597,Autumn,No Holiday,Yes
4892,4892,22/06/2018,2493,20,25.4,31,2.5,2000,Summer,No Holiday,Yes
2180,2180,01/03/2018,246,20,-2.2,49,3.5,1325,Spring,Holiday,Yes
2128,2128,27/02/2018,411,16,6.9,54,1.1,692,Winter,No Holiday,Yes
7730,7730,19/10/2018,433,2,9.2,72,1.5,2000,Autumn,No Holiday,Yes
3177,3177,12/04/2018,952,9,11.5,43,1.7,1818,Spring,No Holiday,Yes
4854,4854,21/06/2018,709,6,19.5,80,1.6,709,Summer,No Holiday,Yes
4637,4637,12/06/2018,296,5,17.2,87,0.6,2000,Summer,No Holiday,Yes
5115,5115,02/07/2018,23,3,21.1,96,2.4,866,Summer,No Holiday,Yes
8080,8080,02/11/2018,1424,16,18.8,32,1.4,1717,Autumn,No Holiday,Yes
7127,7127,23/09/2018,768,23,17.7,45,1.1,2000,Autumn,Holiday,Yes
7648,7648,15/10/2018,1413,16,20.3,44,2.2,793,Autumn,No Holiday,Yes
4261,4261,27/05/2018,1579,13,24.3,37,2.3,1583,Spring,No Holiday,Yes
4344,4344,31/05/2018,844,0,15.8,82,1.6,546,Spring,No Holiday,Yes
1331,1331,25/01/2018,122,11,-13.8,25,3.5,1996,Winter,No Holiday,Yes
2017,2017,23/02/2018,55,1,0.6,96,2.1,118,Winter,No Holiday,Yes
4542,4542,08/06/2018,744,6,18.8,78,2.0,1259,Summer,No Holiday,Yes
2482,2482,14/03/2018,552,10,15.7,58,1.3,1980,Spring,No Holiday,Yes
7002,7002,18/09/2018,0,18,24.8,48,1.4,2000,Autumn,No Holiday,No
1358,1358,26/01/2018,116,14,-12.1,27,2.5,1879,Winter,No Holiday,Yes
6941,6941,16/09/2018,123,5,22.2,90,1.4,514,Autumn,No Holiday,Yes
8017,8017,31/10/2018,324,1,6.6,66,1.0,2000,Autumn,No Holiday,Yes
6241,6241,18/08/2018,969,1,23.9,51,0.9,2000,Summer,No Holiday,Yes
1329,1329,25/01/2018,187,9,-16.2,33,2.9,2000,Winter,No Holiday,Yes
8747,8747,30/11/2018,642,11,5.3,43,1.8,1177,Autumn,No Holiday,Yes
6881,6881,13/09/2018,2021,17,27.9,51,1.4,2000,Autumn,No Holiday,Yes
8690,8690,28/11/2018,275,2,4.1,34,1.3,928,Autumn,No Holiday,Yes
7871,7871,24/10/2018,884,23,11.0,74,0.1,1817,Autumn,No Holiday,Yes
7589,7589,13/10/2018,148,5,6.7,81,1.1,1467,Autumn,No Holiday,Yes
2150,2150,28/02/2018,17,14,5.7,80,3.7,348,Winter,No Holiday,Yes
4530,4530,07/06/2018,3221,18,25.6,57,2.7,1217,Summer,No Holiday,Yes
2122,2122,27/02/2018,261,10,3.3,47,0.7,818,Winter,No Holiday,Yes
4673,4673,13/06/2018,2664,17,25.6,57,3.3,919,Summer,No Holiday,Yes
3981,3981,15/05/2018,1944,21,25.6,56,0.7,884,Spring,No Holiday,Yes
6996,6996,18/09/2018,0,12,24.7,43,1.8,1809,Autumn,No Holiday,No
1252,1252,22/01/2018,31,4,0.0,32,0.4,2000,Winter,No Holiday,Yes
3278,3278,16/04/2018,1016,14,18.0,28,1.6,1820,Spring,No Holiday,Yes
7062,7062,21/09/2018,23,6,17.6,95,1.7,974,Autumn,No Holiday,Yes
3374,3374,20/04/2018,970,14,25.9,28,2.2,808,Spring,No Holiday,Yes
2814,2814,28/03/2018,258,6,9.6,84,0.7,301,Spring,No Holiday,Yes
4719,4719,15/06/2018,1461,15,26.7,40,1.6,1995,Summer,No Holiday,Yes
6544,6544,30/08/2018,1142,16,27.6,68,2.1,1038,Summer,No Holiday,Yes
1848,1848,16/02/2018,105,0,-3.3,35,1.8,1977,Winter,Holiday,Yes
4858,4858,21/06/2018,922,10,23.9,57,2.1,977,Summer,No Holiday,Yes
7901,7901,26/10/2018,178,5,12.4,60,0.8,1563,Autumn,No Holiday,Yes
3037,3037,06/04/2018,683,13,7.9,58,4.3,488,Spring,No Holiday,Yes
388,388,17/12/2017,41,4,-9.5,40,1.9,2000,Winter,No Holiday,Yes
235,235,10/12/2017,181,19,1.6,53,4.0,2000,Winter,No Holiday,Yes
1077,1077,14/01/2018,213,21,3.1,58,0.4,936,Winter,No Holiday,Yes
1984,1984,21/02/2018,409,16,3.7,14,3.9,2000,Winter,No Holiday,Yes
4363,4363,31/05/2018,2534,19,25.2,53,3.1,1983,Spring,No Holiday,Yes
7473,7473,08/10/2018,1166,9,12.2,51,0.7,1918,Autumn,No Holiday,Yes
3962,3962,15/05/2018,372,2,17.1,74,0.4,350,Spring,No Holiday,Yes
770,770,02/01/2018,69,2,-2.3,62,0.9,1560,Winter,No Holiday,Yes
2165,2165,01/03/2018,11,5,2.2,97,2.9,362,Spring,Holiday,Yes
4533,4533,07/06/2018,2161,21,21.5,69,2.6,942,Summer,No Holiday,Yes
673,673,29/12/2017,269,1,0.3,63,0.7,760,Winter,No Holiday,Yes
249,249,11/12/2017,326,9,-5.9,36,5.1,1941,Winter,No Holiday,Yes
6297,6297,20/08/2018,993,9,27.5,54,1.0,1993,Summer,No Holiday,Yes
1574,1574,04/02/2018,177,14,-7.4,33,4.0,1713,Winter,No Holiday,Yes
7239,7239,28/09/2018,0,15,20.3,52,1.3,2000,Autumn,No Holiday,No
6238,6238,17/08/2018,1787,22,26.0,45,1.7,2000,Summer,No Holiday,Yes
3419,3419,22/04/2018,424,11,17.4,54,0.9,1840,Spring,No Holiday,Yes
2081,2081,25/02/2018,589,17,6.9,25,2.9,1795,Winter,No Holiday,Yes
1823,1823,14/02/2018,160,23,-0.3,35,2.1,1577,Winter,No Holiday,Yes
4583,4583,09/06/2018,766,23,20.7,66,1.6,2000,Summer,No Holiday,Yes
4976,4976,26/06/2018,53,8,20.8,94,1.0,159,Summer,No Holiday,Yes
4544,4544,08/06/2018,2348,8,19.7,69,2.0,1448,Summer,No Holiday,Yes
5565,5565,20/07/2018,1869,21,29.8,59,1.4,2000,Summer,No Holiday,Yes
7939,7939,27/10/2018,864,19,8.0,42,2.9,2000,Autumn,No Holiday,Yes
716,716,30/12/2017,66,20,1.9,90,0.9,88,Winter,No Holiday,Yes
8448,8448,18/11/2018,592,0,3.6,49,0.8,1990,Autumn,No Holiday,Yes
8439,8439,17/11/2018,1018,15,8.9,34,2.9,1787,Autumn,No Holiday,Yes
2048,2048,24/02/2018,203,8,0.0,77,2.8,289,Winter,No Holiday,Yes
5997,5997,07/08/2018,1826,21,30.3,69,2.2,1834,Summer,No Holiday,Yes
6600,6600,02/09/2018,1336,0,23.5,56,1.5,2000,Autumn,No Holiday,Yes
7245,7245,28/09/2018,0,21,17.8,66,1.1,2000,Autumn,No Holiday,No
7252,7252,29/09/2018,301,4,15.4,74,0.9,2000,Autumn,No Holiday,Yes
5264,5264,08/07/2018,684,8,19.1,53,1.7,1952,Summer,No Holiday,Yes
4178,4178,24/05/2018,385,2,12.5,54,0.7,1500,Spring,No Holiday,Yes
7625,7625,14/10/2018,1990,17,18.2,43,2.3,1925,Autumn,No Holiday,Yes
4809,4809,19/06/2018,1381,9,22.4,62,0.9,761,Summer,No Holiday,Yes
2724,2724,24/03/2018,806,12,10.6,52,3.1,390,Spring,No Holiday,Yes
8295,8295,11/11/2018,832,15,10.2,58,2.0,573,Autumn,No Holiday,Yes
7140,7140,24/09/2018,754,12,20.3,34,2.6,2000,Autumn,Holiday,Yes
7190,7190,26/09/2018,1972,14,24.1,33,1.3,2000,Autumn,No Holiday,Yes
1460,1460,30/01/2018,72,20,-1.5,91,1.7,270,Winter,No Holiday,Yes
6914,6914,15/09/2018,580,2,21.7,78,1.0,2000,Autumn,No Holiday,Yes
5989,5989,07/08/2018,662,13,33.0,55,1.0,1967,Summer,No Holiday,Yes
1668,1668,08/02/2018,253,12,-1.5,35,1.2,1551,Winter,No Holiday,Yes
8030,8030,31/10/2018,963,14,11.9,34,2.4,1835,Autumn,No Holiday,Yes
2756,2756,25/03/2018,502,20,10.7,70,2.8,236,Spring,No Holiday,Yes
2000,2000,22/02/2018,783,8,-3.6,63,0.9,1473,Winter,No Holiday,Yes
4571,4571,09/06/2018,1200,11,27.2,46,1.7,1301,Summer,No Holiday,Yes
4613,4613,11/06/2018,324,5,18.8,61,1.2,2000,Summer,No Holiday,Yes
8419,8419,16/11/2018,1303,19,8.7,78,2.5,460,Autumn,No Holiday,Yes
404,404,17/12/2017,166,20,-6.0,42,0.8,2000,Winter,No Holiday,Yes
384,384,17/12/2017,175,0,-8.1,41,2.0,2000,Winter,No Holiday,Yes
510,510,22/12/2017,114,6,-0.1,71,0.8,895,Winter,Holiday,Yes
8300,8300,11/11/2018,711,20,8.2,53,0.6,1621,Autumn,No Holiday,Yes
2152,2152,28/02/2018,9,16,4.2,89,2.5,479,Winter,No Holiday,Yes
1633,1633,07/02/2018,96,1,-12.3,47,1.9,1837,Winter,No Holiday,Yes
8362,8362,14/11/2018,779,10,9.6,53,1.4,1818,Autumn,No Holiday,Yes
5580,5580,21/07/2018,735,12,34.2,35,1.8,1528,Summer,No Holiday,Yes
4784,4784,18/06/2018,2357,8,22.7,65,0.7,759,Summer,No Holiday,Yes
8271,8271,10/11/2018,1229,15,16.6,36,2.5,808,Autumn,No Holiday,Yes
6970,6970,17/09/2018,868,10,21.7,60,1.7,1540,Autumn,No Holiday,Yes
3925,3925,13/05/2018,1839,13,19.1,65,1.9,1145,Spring,No Holiday,Yes
5336,5336,11/07/2018,827,8,25.1,97,0.8,490,Summer,No Holiday,Yes
4158,4158,23/05/2018,436,6,13.9,83,3.2,2000,Spring,No Holiday,Yes
7449,7449,07/10/2018,753,9,16.2,60,1.9,1899,Autumn,No Holiday,Yes
4948,4948,25/06/2018,199,4,21.8,82,0.7,702,Summer,No Holiday,Yes
5898,5898,03/08/2018,1920,18,34.4,53,3.3,1650,Summer,No Holiday,Yes
6320,6320,21/08/2018,1530,8,24.0,84,3.5,1975,Summer,No Holiday,Yes
5358,5358,12/07/2018,593,6,25.6,93,1.1,852,Summer,No Holiday,Yes
223,223,10/12/2017,20,7,-0.4,92,1.1,121,Winter,No Holiday,Yes
2193,2193,02/03/2018,343,9,-4.6,34,1.2,1583,Spring,No Holiday,Yes
3136,3136,10/04/2018,1080,16,20.9,34,5.8,2000,Spring,No Holiday,Yes
4469,4469,05/06/2018,282,5,18.1,73,0.5,1182,Summer,No Holiday,Yes
1824,1824,15/02/2018,126,0,-0.7,37,3.5,1716,Winter,Holiday,Yes
1015,1015,12/01/2018,189,7,-15.1,45,0.9,2000,Winter,No Holiday,Yes
7286,7286,30/09/2018,0,14,21.1,32,4.4,1999,Autumn,No Holiday,No
5124,5124,02/07/2018,218,12,22.4,97,1.0,945,Summer,No Holiday,Yes
4972,4972,26/06/2018,143,4,24.7,49,1.0,1293,Summer,No Holiday,Yes
7418,7418,06/10/2018,0,2,16.9,88,2.5,2000,Autumn,No Holiday,No
7409,7409,05/10/2018,66,17,16.9,97,2.1,728,Autumn,No Holiday,Yes
797,797,03/01/2018,67,5,-6.4,47,2.4,1981,Winter,No Holiday,Yes
2871,2871,30/03/2018,1068,15,21.8,28,2.3,1162,Spring,No Holiday,Yes
9,9,01/12/2017,490,9,-6.5,27,0.5,1928,Winter,No Holiday,Yes
6593,6593,01/09/2018,1845,17,29.6,42,1.3,2000,Autumn,No Holiday,Yes
1944,1944,20/02/2018,177,0,0.0,75,2.3,394,Winter,No Holiday,Yes
1838,1838,15/02/2018,270,14,2.9,14,4.3,2000,Winter,Holiday,Yes
4804,4804,19/06/2018,268,4,19.7,73,1.6,848,Summer,No Holiday,Yes
255,255,11/12/2017,269,15,-5.5,33,4.5,2000,Winter,No Holiday,Yes
7026,7026,19/09/2018,0,18,24.0,55,2.2,1691,Autumn,No Holiday,No
5713,5713,27/07/2018,747,1,28.3,78,0.5,1072,Summer,No Holiday,Yes
3324,3324,18/04/2018,1047,12,16.5,17,3.3,1819,Spring,No Holiday,Yes
7714,7714,18/10/2018,864,10,13.7,57,1.2,2000,Autumn,No Holiday,Yes
1581,1581,04/02/2018,107,21,-8.9,35,3.2,2000,Winter,No Holiday,Yes
924,924,08/01/2018,356,12,2.7,33,2.7,1281,Winter,No Holiday,Yes
2779,2779,26/03/2018,1031,19,14.3,37,3.1,1247,Spring,No Holiday,Yes
7891,7891,25/10/2018,1968,19,16.4,47,1.0,1694,Autumn,No Holiday,Yes
6132,6132,13/08/2018,724,12,33.4,54,2.6,1648,Summer,No Holiday,Yes
5320,5320,10/07/2018,1462,16,26.3,74,0.7,1580,Summer,No Holiday,Yes
7312,7312,01/10/2018,1357,16,17.7,47,3.4,2000,Autumn,No Holiday,Yes
7102,7102,22/09/2018,1430,22,18.6,62,0.6,2000,Autumn,No Holiday,Yes
6042,6042,09/08/2018,1850,18,28.1,86,2.3,1244,Summer,No Holiday,Yes
3775,3775,07/05/2018,389,7,14.2,81,0.3,1991,Spring,No Holiday,Yes
4835,4835,20/06/2018,1100,11,23.7,56,2.4,1070,Summer,No Holiday,Yes
4964,4964,25/06/2018,2456,20,28.8,54,1.1,964,Summer,No Holiday,Yes
539,539,23/12/2017,282,11,5.7,81,1.1,192,Winter,No Holiday,Yes
7483,7483,08/10/2018,2150,19,16.4,42,1.8,2000,Autumn,No Holiday,Yes
2745,2745,25/03/2018,331,9,6.3,73,1.3,218,Spring,No Holiday,Yes
3719,3719,04/05/2018,935,23,12.4,58,2.5,1843,Spring,No Holiday,Yes
6819,6819,11/09/2018,261,3,18.2,52,1.5,2000,Autumn,No Holiday,Yes
4468,4468,05/06/2018,214,4,18.5,72,0.6,1168,Summer,No Holiday,Yes
667,667,28/12/2017,402,19,-0.4,62,0.9,1103,Winter,No Holiday,Yes
7575,7575,12/10/2018,1322,15,17.1,33,2.1,1929,Autumn,No Holiday,Yes
5063,5063,29/06/2018,1552,23,23.5,83,1.4,436,Summer,No Holiday,Yes
1353,1353,26/01/2018,149,9,-17.5,37,3.8,1941,Winter,No Holiday,Yes
7114,7114,23/09/2018,620,10,19.3,59,0.2,2000,Autumn,Holiday,Yes
8557,8557,22/11/2018,678,13,6.5,26,2.4,1974,Autumn,No Holiday,Yes
2703,2703,23/03/2018,849,15,12.1,30,3.0,1120,Spring,No Holiday,Yes
3330,3330,18/04/2018,1918,18,16.6,33,3.4,1182,Spring,No Holiday,Yes
8053,8053,01/11/2018,968,13,13.6,32,1.8,1814,Autumn,No Holiday,Yes
3584,3584,29/04/2018,485,8,12.2,50,0.8,1412,Spring,No Holiday,Yes
8260,8260,10/11/2018,223,4,9.5,87,0.6,266,Autumn,No Holiday,Yes
5645,5645,24/07/2018,306,5,27.5,70,0.1,1976,Summer,No Holiday,Yes
3376,3376,20/04/2018,1206,16,25.7,30,3.4,600,Spring,No Holiday,Yes
1256,1256,22/01/2018,683,8,-0.7,32,0.5,1991,Winter,No Holiday,Yes
6190,6190,15/08/2018,1350,22,28.6,67,1.0,2000,Summer,Holiday,Yes
5348,5348,11/07/2018,2048,20,27.7,76,1.8,1727,Summer,No Holiday,Yes
4175,4175,23/05/2018,1080,23,14.6,54,1.5,1596,Spring,No Holiday,Yes
4910,4910,23/06/2018,1445,14,28.0,46,3.6,1401,Summer,No Holiday,Yes
1852,1852,16/02/2018,35,4,-4.5,42,1.4,1944,Winter,Holiday,Yes
6316,6316,21/08/2018,49,4,25.3,70,6.9,925,Summer,No Holiday,Yes
8629,8629,25/11/2018,675,13,8.8,53,1.5,778,Autumn,No Holiday,Yes
2105,2105,26/02/2018,646,17,8.7,30,3.1,1117,Winter,No Holiday,Yes
133,133,06/12/2017,442,13,4.2,47,1.1,1469,Winter,No Holiday,Yes
5029,5029,28/06/2018,1040,13,27.2,68,1.8,1575,Summer,No Holiday,Yes
928,928,08/01/2018,353,16,3.5,36,1.7,1702,Winter,No Holiday,Yes
823,823,04/01/2018,302,7,-8.1,51,0.5,1987,Winter,No Holiday,Yes
7576,7576,12/10/2018,1488,16,16.9,34,1.2,1942,Autumn,No Holiday,Yes
1531,1531,02/02/2018,379,19,-0.5,43,2.5,1666,Winter,No Holiday,Yes
1214,1214,20/01/2018,334,14,5.9,61,3.2,623,Winter,No Holiday,Yes
504,504,22/12/2017,196,0,-1.7,79,0.5,794,Winter,Holiday,Yes
6530,6530,30/08/2018,80,2,24.7,96,1.0,337,Summer,No Holiday,Yes
3072,3072,08/04/2018,325,0,2.9,46,2.2,2000,Spring,No Holiday,Yes
6619,6619,02/09/2018,1986,19,27.3,54,1.5,2000,Autumn,No Holiday,Yes
3709,3709,04/05/2018,1222,13,18.9,30,3.8,1854,Spring,No Holiday,Yes
4849,4849,21/06/2018,794,1,20.1,82,1.2,582,Summer,No Holiday,Yes
4748,4748,16/06/2018,2497,20,25.0,60,2.4,1773,Summer,No Holiday,Yes
4268,4268,27/05/2018,2044,20,20.6,41,2.3,1788,Spring,No Holiday,Yes
8651,8651,26/11/2018,643,11,7.2,66,1.5,542,Autumn,No Holiday,Yes
4186,4186,24/05/2018,880,10,19.9,27,2.7,1775,Spring,No Holiday,Yes
5301,5301,09/07/2018,95,21,20.3,96,1.0,1007,Summer,No Holiday,Yes
2923,2923,01/04/2018,1066,19,17.4,79,2.3,614,Spring,No Holiday,Yes
6588,6588,01/09/2018,1086,12,28.9,46,1.6,1966,Autumn,No Holiday,Yes
1810,1810,14/02/2018,241,10,5.2,65,3.9,1313,Winter,No Holiday,Yes
3486,3486,25/04/2018,449,6,5.8,55,0.3,2000,Spring,No Holiday,Yes
7419,7419,06/10/2018,0,3,16.8,90,3.3,1601,Autumn,No Holiday,No
3141,3141,10/04/2018,133,21,17.5,70,7.3,1634,Spring,No Holiday,Yes
1324,1324,25/01/2018,22,4,-15.9,37,2.4,1985,Winter,No Holiday,Yes
4312,4312,29/05/2018,1592,16,23.6,66,4.2,1208,Spring,No Holiday,Yes
7494,7494,09/10/2018,0,6,10.8,69,0.8,2000,Autumn,Holiday,No
8315,8315,12/11/2018,785,11,10.3,40,0.7,1672,Autumn,No Holiday,Yes
5541,5541,19/07/2018,2122,21,28.8,69,2.4,1619,Summer,No Holiday,Yes
6172,6172,15/08/2018,310,4,28.8,73,0.5,1835,Summer,Holiday,Yes
1540,1540,03/02/2018,35,4,-5.6,74,4.0,387,Winter,No Holiday,Yes
2681,2681,22/03/2018,999,17,9.6,38,3.2,1606,Spring,No Holiday,Yes
8655,8655,26/11/2018,794,15,13.2,43,1.1,714,Autumn,No Holiday,Yes
6313,6313,21/08/2018,690,1,28.0,61,3.9,1890,Summer,No Holiday,Yes
1191,1191,19/01/2018,381,15,5.4,25,2.4,1686,Winter,No Holiday,Yes
5293,5293,09/07/2018,99,13,20.3,87,1.0,771,Summer,No Holiday,Yes
1542,1542,03/02/2018,33,6,-7.8,57,4.8,1867,Winter,No Holiday,Yes
7056,7056,21/09/2018,809,0,18.9,78,2.1,2000,Autumn,No Holiday,Yes
2539,2539,16/03/2018,974,19,8.1,36,1.2,2000,Spring,No Holiday,Yes
953,953,09/01/2018,332,17,-2.9,66,3.6,743,Winter,No Holiday,Yes
7241,7241,28/09/2018,0,17,21.7,52,1.1,2000,Autumn,No Holiday,No
6731,6731,07/09/2018,988,11,23.8,51,3.5,1970,Autumn,No Holiday,Yes
4846,4846,20/06/2018,1979,22,20.6,78,3.0,684,Summer,No Holiday,Yes
6801,6801,10/09/2018,1125,9,22.3,52,1.9,2000,Autumn,No Holiday,Yes
8010,8010,30/10/2018,2074,18,8.4,52,2.6,2000,Autumn,No Holiday,Yes
4330,4330,30/05/2018,916,10,21.4,71,1.7,476,Spring,No Holiday,Yes
5334,5334,11/07/2018,187,6,24.5,97,0.1,290,Summer,No Holiday,Yes
7330,7330,02/10/2018,0,10,16.7,58,2.4,1554,Autumn,No Holiday,No
4729,4729,16/06/2018,1056,1,18.4,59,1.3,2000,Summer,No Holiday,Yes
6541,6541,30/08/2018,865,13,28.2,66,2.2,1006,Summer,No Holiday,Yes
5305,5305,10/07/2018,39,1,20.4,97,0.3,193,Summer,No Holiday,Yes
5161,5161,04/07/2018,796,1,25.4,79,1.0,2000,Summer,No Holiday,Yes
7860,7860,24/10/2018,1126,12,16.8,48,1.6,1673,Autumn,No Holiday,Yes
2156,2156,28/02/2018,8,20,2.7,96,1.5,1479,Winter,No Holiday,Yes
1062,1062,14/01/2018,49,6,-4.3,79,1.1,433,Winter,No Holiday,Yes
1167,1167,18/01/2018,269,15,4.2,36,2.3,957,Winter,No Holiday,Yes
3636,3636,01/05/2018,1315,12,22.1,67,2.7,462,Spring,Holiday,Yes
7651,7651,15/10/2018,1911,19,16.9,74,1.8,366,Autumn,No Holiday,Yes
5588,5588,21/07/2018,1655,20,31.5,53,1.8,2000,Summer,No Holiday,Yes
7192,7192,26/09/2018,2270,16,24.4,35,1.8,2000,Autumn,No Holiday,Yes
4491,4491,06/06/2018,562,3,19.6,68,1.7,1260,Summer,Holiday,Yes
7266,7266,29/09/2018,2397,18,24.8,41,0.5,2000,Autumn,No Holiday,Yes
4980,4980,26/06/2018,10,12,20.5,97,1.8,257,Summer,No Holiday,Yes
8717,8717,29/11/2018,126,5,1.8,34,0.9,1990,Autumn,No Holiday,Yes
